Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	6q26 / 6q25.3	6	160589086	SLC22A3, LPAL2, LPA	LPA			4018			rs10455872-?	rs10455872		10455872	intron	0		2.0E-12	11.698970004336019				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	19p13.2	19	11052925	LDLR, SMARCA4	SMARCA4			6597			rs1122608-?	rs1122608		1122608	intron	0		3.0E-12	11.522878745280337				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	6p24.1	6	12903203	PHACTR1	PHACTR1			221692			rs4714955-?	rs4714955		4714955	intron	0		4.0E-11	10.397940008672037				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	7q32.2	7	130023656	ZC3HC1	ZC3HC1			51530			rs11556924-?	rs11556924		11556924	missense	0		9.0E-10	9.045757490560675				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	11q23.3	11	116778201	ZNF259	ZPR1			8882			rs964184-?	rs964184		964184	intron	0		2.0E-5	4.698970004336019				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	9q34.2	9	133278724	ABO	ABO - SURF6	28	6838		3510	51983	rs579459-?	rs579459		579459		1		2.0E-9	8.698970004336019				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	15q25.1	15	78737381	ADAMTS7	DNM1P37			100216516			rs2219939-?	rs2219939		2219939		1		2.0E-9	8.698970004336019				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	2q33.2	2	202888349	WDR12	WDR12			55759			rs7582720-?	rs7582720		7582720	intron	0		4.0E-9	8.397940008672037				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	1p13.3	1	109279544	SORT1	PSRC1			84722			rs599839-?	rs599839		599839	nearGene-3	0		1.0E-8	8.0				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	6q23.2	6	133893387	TCF21	TCF21			6943			rs12190287-?	rs12190287		12190287	UTR-3	0		2.0E-8	7.698970004336019				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	17p11.2	17	17641390	RASD1, PEMT, RAI1	EEF1A1P43 - RAI1	1918	10743		55243	40083	rs12449964-?	rs12449964		12449964		1		2.0E-8	7.698970004336019				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	1p32.2	1	56497149	PPAP2B	PPAP2B			8613			rs17114036-?	rs17114036		17114036	intron	0		3.0000000000000004E-8	7.522878745280337				Affymetrix & Illumina [up to 2.5 million] (imputed)
	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease or ischemic stroke	12,389 Ischemic stroke cases, 22,233 Coronary artery disease cases, ~ 88,766 controls	NA	6q13	6	71484004	C6orf155	LINC00472 - KRT19P1	79940	441160		63259	100656	rs9351814-?	rs9351814		9351814		1		5.0E-8	7.301029995663981				Affymetrix & Illumina [up to 2.5 million] (imputed)
	23534349	Jeff JM	2013-03-28	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23534349	Generalization of variants identified by genome-wide association studies for electrocardiographic traits in African Americans.	Heart rate	455 African American individuals	NA	8p11.23	8	37238541	intergenic	SMARCE1P4 - ZNF703	642879	80139		142134	457242	rs1015003-G	rs1015003		1015003		1		1.0E-6	6.0		3.94	[NR]	Illumina [>930,000]
	23534349	Jeff JM	2013-03-28	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23534349	Generalization of variants identified by genome-wide association studies for electrocardiographic traits in African Americans.	Heart rate	455 African American individuals	NA	5p15.32	5	4831488	intergenic	IRX1 - LINC01020	79192	340094		1230085	202871	rs816475-T	rs816475		816475		1		3.0E-6	5.522878745280337		3.69	[NR]	Illumina [>930,000]
	23534349	Jeff JM	2013-03-28	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23534349	Generalization of variants identified by genome-wide association studies for electrocardiographic traits in African Americans.	Heart rate	455 African American individuals	NA	3q26.1	3	167790274	SERPINI1	SERPINI1			5274			rs13090836-T	rs13090836		13090836	intron	0		7.0E-6	5.154901959985743		3.58	[NR]	Illumina [>930,000]
	23534349	Jeff JM	2013-03-28	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23534349	Generalization of variants identified by genome-wide association studies for electrocardiographic traits in African Americans.	Heart rate	455 African American individuals	NA	12q24.33	12	129152803	TMEM132D	TMEM132D			121256			rs12824981-T	rs12824981		12824981	intron	0		9.0E-6	5.045757490560675		4.56	[NR]	Illumina [>930,000]
	23534349	Jeff JM	2013-03-28	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23534349	Generalization of variants identified by genome-wide association studies for electrocardiographic traits in African Americans.	Heart rate	455 African American individuals	NA	9q33.2	9	121713734	DAB2IP	DAB2IP			153090			rs35061590-T	rs35061590		35061590	intron	0		9.0E-6	5.045757490560675		16.03	[NR]	Illumina [>930,000]
	21779381	Schurks M	2011-07-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21779381	Genetic determinants of cardiovascular events among women with migraine: a genome-wide association study.	Cardiovascular disease risk factors	5,122 European ancestry female migrain cases	NA	4q22.1	4	87834676	MEPE	MEPE			56955			rs7698623-?	rs7698623		7698623	intron	0	NR	3.0E-7	6.522878745280337	(migraineurs with aura - ischemic stroke)	6.37	[3.15-12.90]	Illumina [339,596]
	21779381	Schurks M	2011-07-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21779381	Genetic determinants of cardiovascular events among women with migraine: a genome-wide association study.	Cardiovascular disease risk factors	5,122 European ancestry female migrain cases	NA	5p15.33	5	1877166	IRX4	IRX4			50805			rs4975709-?	rs4975709		4975709	intron	0	NR	8.0E-7	6.096910013008056	(migraineurs with aura - ischemic stroke)	5.06	[2.66-9.62]	Illumina [339,596]
	21779381	Schurks M	2011-07-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21779381	Genetic determinants of cardiovascular events among women with migraine: a genome-wide association study.	Cardiovascular disease risk factors	5,122 European ancestry female migrain cases	NA	6p21.1	6	41655295	MDF1	MDFI - NPM1P51	4188	100130606		1048	11516	rs2143678-?	rs2143678		2143678		1	NR	4.0E-7	6.3979400086720375	(migraineurs with aura - major CVD)	3.05	[1.98-4.96]	Illumina [339,596]
	21779381	Schurks M	2011-07-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21779381	Genetic determinants of cardiovascular events among women with migraine: a genome-wide association study.	Cardiovascular disease risk factors	5,122 European ancestry female migrain cases	NA	20q13.33	20	63264568	intergenic	FLJ16779 - ARFGAP1	100192386	55738		2953	8217	rs1406961-?	rs1406961		1406961		1	NR	5.0E-7	6.301029995663981	(migraineurs with aura - CVD death)	12.33	[4.62-32.87]	Illumina [339,596]
	21779381	Schurks M	2011-07-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21779381	Genetic determinants of cardiovascular events among women with migraine: a genome-wide association study.	Cardiovascular disease risk factors	5,122 European ancestry female migrain cases	NA	11q23.3	11	117286177	BACE1	BACE1, RNF214	23621	257160				rs1047964-?	rs1047964		1047964	UTR-3;intron	0	NR	8.0E-7	6.096910013008056	(any migraine - CVD death)	4.67	[2.53-8.62]	Illumina [339,596]
	23708191	Cordell HJ	2013-05-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23708191	Genome-wide association study of multiple congenital heart disease phenotypes identifies a susceptibility locus for atrial septal defect at chromosome 4p16.	Congenital heart disease	1,479 European ancestry congenital heart disease cases, 340 European ancestry ostium secundum atrial septal defect cases, 5,159 European ancestry controls	417 European ancestry ostium secundum atrial septal defect cases, 209 European ancestry ventricular septal defect cases, 2,520 European ancestry controls	5q11.2	5	51868281	NR	HMGB1P47 - KATNBL1P4	100873897	100128982		458076	62527	rs12186641-?	rs12186641		12186641		1	0.071	7.0E-6	5.154901959985743	(VSD)	1.676	[NR]	Illumina [514,952]
	24800985	Agopian AJ	2014-05-05	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24800985	Genome-wide association study of maternal and inherited loci for conotruncal heart defects.	Conotruncal heart defects	537 European ancestry case-parent trios, 213 case-parent trios	348 European ancestry case-parent trios, 10 case-parent trios	3p14.2	3	59663795	FHIT	C3orf67-AS1 - FHIT	101929238	2272		644702	85515	rs6763159-?	rs6763159		6763159		1		1.0E-6	6.0	(Maternal)	1.47	[1.25-1.72]	Illumina [2,421,290] Imputed
	24800985	Agopian AJ	2014-05-05	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24800985	Genome-wide association study of maternal and inherited loci for conotruncal heart defects.	Conotruncal heart defects	537 European ancestry case-parent trios, 213 case-parent trios	348 European ancestry case-parent trios, 10 case-parent trios	11q12.3	11	63145382	SLC22A24 	SLC22A24			283238			rs4366490-?	rs4366490		4366490	nearGene-5	0		1.0E-6	6.0	(EA, Maternal)	1.7	[1.36-2.12]	Illumina [2,421,290] Imputed
	23708191	Cordell HJ	2013-05-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23708191	Genome-wide association study of multiple congenital heart disease phenotypes identifies a susceptibility locus for atrial septal defect at chromosome 4p16.	Congenital heart disease	1,479 European ancestry congenital heart disease cases, 340 European ancestry ostium secundum atrial septal defect cases, 5,159 European ancestry controls	417 European ancestry ostium secundum atrial septal defect cases, 209 European ancestry ventricular septal defect cases, 2,520 European ancestry controls	4p16.2	4	4646320	STX18, MSX1, LOC100507266	STX18-AS1			100507266			rs870142-A	rs870142		870142	intron	0	0.228	3.0E-10	9.522878745280337	(ASD)	1.456	[NR]	Illumina [514,952]
	23583979	den Hoed M	2013-04-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583979	Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.	Heart rate	85,787 European ancestry individuals, 6,568 Indian Asian ancestry indiviudals	88,823 European ancestry individuals	6q22.31	6	121810339	GJA1	RPL23AP48 - HMGB3P18	728567	644502		129880	47843	rs1015451-C	rs1015451		1015451		1	0.102	1.0E-33	33.0		0.713	[0.57-0.85]	Illumina and Affymetrix [2,516,789] (Imputed)
	23583979	den Hoed M	2013-04-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583979	Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.	Heart rate	85,787 European ancestry individuals, 6,568 Indian Asian ancestry indiviudals	88,823 European ancestry individuals	7q22.1	7	100899511	ACHE	ACHE - RPS29P15	43	100271241		2597	28829	rs13245899-G	rs13245899		13245899		1	0.195	8.0E-27	26.096910013008056		0.447	[0.34-0.55]	Illumina and Affymetrix [2,516,789] (Imputed)
	23583979	den Hoed M	2013-04-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583979	Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.	Heart rate	85,787 European ancestry individuals, 6,568 Indian Asian ancestry indiviudals	88,823 European ancestry individuals	6q22.31	6	118346359	SLC35F1	RPL29P4 - CEP85L	387101	387119		346777	114413	rs11153730-T	rs11153730		11153730		1	0.509	8.0E-21	20.096910013008056		0.381	[0.29-0.47]	Illumina and Affymetrix [2,516,789] (Imputed)
	23583979	den Hoed M	2013-04-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583979	Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.	Heart rate	85,787 European ancestry individuals, 6,568 Indian Asian ancestry indiviudals	88,823 European ancestry individuals	12p12.1	12	24617944	LINC00477, C12orf67	KNOP1P1 - RPL21P102	100129937	100271432		32831	24709	rs17287293-A	rs17287293		17287293		1	0.85	2.9999999999999997E-20	19.522878745280337		0.444	[0.32-0.57]	Illumina and Affymetrix [2,516,789] (Imputed)
	23583979	den Hoed M	2013-04-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583979	Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.	Heart rate	85,787 European ancestry individuals, 6,568 Indian Asian ancestry indiviudals	88,823 European ancestry individuals	15q24.1	15	73373165	HCN4	HCN4 - REC114	10021	283677		3901	69993	rs4489968-T	rs4489968		4489968		1	0.843	4.0E-20	19.397940008672037		0.513	[0.40-0.63]	Illumina and Affymetrix [2,516,789] (Imputed)
	23583979	den Hoed M	2013-04-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583979	Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.	Heart rate	85,787 European ancestry individuals, 6,568 Indian Asian ancestry indiviudals	88,823 European ancestry individuals	3q26.33	3	179455191	GNB4	GNB4 - MTHFD2P7	59345	442098		3608	9155	rs7612445-G	rs7612445		7612445		1	0.816	2.0E-14	13.698970004336019		0.358	[0.24-0.48]	Illumina and Affymetrix [2,516,789] (Imputed)
	23583979	den Hoed M	2013-04-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583979	Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.	Heart rate	85,787 European ancestry individuals, 6,568 Indian Asian ancestry indiviudals	88,823 European ancestry individuals	14q31.3	14	85343567	FLRT2	RNU3P3 - LINC00911	26843	100996280		71518	50312	rs17796783-T	rs17796783		17796783		1	0.716	3.0000000000000003E-13	12.522878745280337		0.334	[0.24-0.43]	Illumina and Affymetrix [2,516,789] (Imputed)
	23583979	den Hoed M	2013-04-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583979	Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.	Heart rate	85,787 European ancestry individuals, 6,568 Indian Asian ancestry indiviudals	88,823 European ancestry individuals	7q33	7	136957887	CHRM2	CHRM2, LOC349160	1129	349160				rs2350782-C	rs2350782		2350782	intron;intron	0	0.116	1.0E-12	12.0		0.505	[0.35-0.66]	Illumina and Affymetrix [2,516,789] (Imputed)
	23583979	den Hoed M	2013-04-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583979	Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.	Heart rate	85,787 European ancestry individuals, 6,568 Indian Asian ancestry indiviudals	88,823 European ancestry individuals	5q35.1	5	173237160	NKX2-5	NKX2-5			1482			rs6882776-G	rs6882776		6882776	nearGene-5	0	0.68	2.0E-12	11.698970004336019		0.301	[0.20-0.40]	Illumina and Affymetrix [2,516,789] (Imputed)
	23583979	den Hoed M	2013-04-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583979	Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.	Heart rate	85,787 European ancestry individuals, 6,568 Indian Asian ancestry indiviudals	88,823 European ancestry individuals	2q37.1	2	231406573	B3GNT7	B3GNT7 - ZBTB8OSP2	93010	729898		5409	27199	rs13030174-A	rs13030174		13030174		1	0.733	1.0E-10	10.0		0.3	[0.20-0.40]	Illumina and Affymetrix [2,516,789] (Imputed)
